model,seed,best_eer,best_epoch,best_dev_loss
cnn2d,0,0.003015633041688111,18,0.014040811367565766
cnn2d_robust,0,0.01199015697375193,15,0.036016905011609195
cnn2d+specaug,0,0.0034820509521358723,18,0.7273457684516906
