model,seed,best_eer,best_epoch,best_dev_loss
cnn2d,0,0.005492472979927946,11,0.06315938333654776
cnn2d_robust,0,0.014000579001544004,10,0.03983451250940561
cnn2d+specaug,0,0.005492472979927946,11,0.04951366771943867
